Time,Action,Price,Amount,BTC_bought, PnL
2026-06-07 12:00:00+00:00,TRAILING STOP,61913.31,1502.2,0.02426,7.49
2026-06-08 11:00:00+00:00,SWING_BUY,63560.44,2650.06,0.04169,BTC Bought
2026-06-09 00:00:00+00:00,STOP LOSS,62696.87,2614.05,0.04169,-36.01
2026-06-11 01:30:00+00:00,SWING_BUY,62143.92,2964.45,0.0477,BTC Bought
2026-06-11 16:00:00+00:00,TRAILING STOP,62558.0,2984.2,0.0477,19.75
2026-06-12 00:00:00+00:00,SWING_BUY,63543.81,3716.99,0.05849,BTC Bought
2026-06-12 06:30:00+00:00,STOP LOSS,62898.71,3679.26,0.05849,-37.73
2026-06-13 19:30:00+00:00,SWING_BUY,64260.01,6323.35,0.0984,BTC Bought
2026-06-14 05:00:00+00:00,TRAILING STOP,64276.87,6325.0,0.0984,1.66
2026-06-15 00:30:00+00:00,SWING_BUY,65588.18,3609.04,0.05503,BTC Bought
2026-06-15 15:30:00+00:00,TAKE PROFIT,67231.58,1849.73,0.02751,45.21
2026-06-19 14:30:00+00:00,SWING_BUY,63145.39,3804.99,0.06026,BTC Bought
2026-06-20 08:30:00+00:00,TRAILING STOP,63358.49,3817.83,0.06026,12.84
2026-06-20 14:30:00+00:00,SWING_BUY,63881.96,4784.46,0.0749,BTC Bought
2026-06-21 07:00:00+00:00,TRAILING STOP,64091.98,4800.19,0.0749,15.73
2026-06-22 12:00:00+00:00,SWING_BUY,64875.34,3973.97,0.06126,BTC Bought
2026-06-22 14:00:00+00:00,TRAILING STOP,64888.32,3974.76,0.06126,0.8
2026-06-25 07:00:00+00:00,SWING_BUY,61709.98,3434.41,0.05565,BTC Bought
2026-06-25 12:00:00+00:00,STOP LOSS,60987.77,3394.22,0.05565,-40.19
2026-06-25 13:30:00+00:00,DCA BUY,58051.36,500,0.008613
2026-04-28 00:30:00+00:00,DCA BUY,77381.8,500,0.006461
2026-04-29 03:00:00+00:00,SWING_BUY,76867.99,8798.43,0.11446,BTC Bought
2026-04-29 12:00:00+00:00,TRAILING STOP,77137.75,4414.65,0.05723,15.44
2026-04-30 12:30:00+00:00,SWING_BUY,76274.57,9070.53,0.11892,BTC Bought
2026-05-01 08:00:00+00:00,TAKE PROFIT,77424.34,4603.63,0.05946,68.37
2026-05-01 14:00:00+00:00,SWING_BUY,78287.17,5649.12,0.07216,BTC Bought
2026-05-03 01:00:00+00:00,TRAILING STOP,78289.41,5649.28,0.07216,0.16
2026-05-03 22:00:00+00:00,SWING_BUY,79071.89,9166.62,0.11593,BTC Bought
2026-05-03 23:00:00+00:00,STOP LOSS,78638.62,9116.39,0.11593,-50.23
2026-05-04 18:00:00+00:00,SWING_BUY,80259.1,3446.79,0.04295,BTC Bought
2026-05-05 23:00:00+00:00,TRAILING STOP,80881.2,3473.51,0.04295,26.72
2026-05-08 14:30:00+00:00,SWING_BUY,80134.42,6378.72,0.0796,BTC Bought
2026-05-09 10:00:00+00:00,TRAILING STOP,80193.26,6383.4,0.0796,4.68
2026-05-10 22:30:00+00:00,SWING_BUY,82034.53,5197.07,0.06335,BTC Bought
2026-05-11 02:00:00+00:00,STOP LOSS,81218.84,5145.4,0.06335,-51.68
2026-05-14 14:30:00+00:00,SWING_BUY,80949.11,5929.56,0.07325,BTC Bought
2026-05-15 02:00:00+00:00,STOP LOSS,80887.98,5925.09,0.07325,-4.48
2026-05-19 08:30:00+00:00,SWING_BUY,76982.07,7456.73,0.09686,BTC Bought
2026-05-19 14:00:00+00:00,STOP LOSS,76375.05,7397.93,0.09686,-58.8
2026-05-20 05:00:00+00:00,SWING_BUY,77091.84,7797.39,0.10114,BTC Bought
2026-05-20 13:30:00+00:00,TRAILING STOP,77131.26,7801.38,0.10114,3.99
2026-05-20 20:00:00+00:00,SWING_BUY,77611.99,5512.89,0.07103,BTC Bought
2026-05-21 06:30:00+00:00,STOP LOSS,77536.78,5507.55,0.07103,-5.34
2026-05-23 07:30:00+00:00,DCA BUY,74516.73,500,0.00671
2026-05-23 23:00:00+00:00,SWING_BUY,76535.27,5120.68,0.06691,BTC Bought
2026-05-24 13:30:00+00:00,TRAILING STOP,76721.22,5133.13,0.06691,12.44
2026-05-25 09:30:00+00:00,SWING_BUY,77517.0,8902.3,0.11484,BTC Bought
2026-05-25 22:30:00+00:00,STOP LOSS,77043.97,8847.97,0.11484,-54.32
2026-05-29 09:00:00+00:00,SWING_BUY,73780.45,7476.9,0.10134,BTC Bought
2026-05-29 12:00:00+00:00,STOP LOSS,73211.03,7419.19,0.10134,-57.71
2026-06-01 12:00:00+00:00,DCA BUY,72136.04,500,0.006931
2026-06-02 07:00:00+00:00,DCA BUY,69812.82,500,0.007162
2026-06-02 15:00:00+00:00,DCA BUY,67336.18,500,0.007425
2026-06-03 20:30:00+00:00,DCA BUY,64909.01,500,0.007703
2026-06-04 01:00:00+00:00,DCA BUY,62624.76,500,0.007984
2026-06-05 13:30:00+00:00,DCA BUY,60693.47,500,0.008238
2026-06-07 01:00:00+00:00,SWING_BUY,61604.66,3551.51,0.05765,BTC Bought
2026-06-07 12:00:00+00:00,TRAILING STOP,61913.31,1784.65,0.02882,8.9
2026-06-08 11:00:00+00:00,SWING_BUY,63560.44,2912.41,0.04582,BTC Bought
2026-06-09 00:00:00+00:00,STOP LOSS,62696.87,2872.84,0.04582,-39.57
2026-06-11 03:30:00+00:00,SWING_BUY,62607.73,3049.68,0.04871,BTC Bought
2026-06-11 12:00:00+00:00,TRAILING STOP,62621.02,3050.33,0.04871,0.65
2026-06-11 19:00:00+00:00,SWING_BUY,63524.89,2600.0,0.04093,BTC Bought
2026-06-12 20:00:00+00:00,STOP LOSS,63469.99,2597.75,0.04093,-2.25
2026-06-14 00:00:00+00:00,SWING_BUY,64431.62,6242.58,0.09689,BTC Bought
2026-06-14 04:30:00+00:00,STOP LOSS,64310.1,6230.81,0.09689,-11.77
2026-06-15 11:00:00+00:00,SWING_BUY,66222.44,4856.71,0.07334,BTC Bought
2026-06-15 19:00:00+00:00,TRAILING STOP,66495.76,2438.38,0.03667,10.02
2026-06-19 14:30:00+00:00,SWING_BUY,63145.39,3809.96,0.06034,BTC Bought
2026-06-20 08:30:00+00:00,TRAILING STOP,63358.49,3822.82,0.06034,12.86
2026-06-20 15:00:00+00:00,SWING_BUY,64124.12,4370.79,0.06816,BTC Bought
2026-06-21 05:30:00+00:00,TRAILING STOP,64178.01,4374.46,0.06816,3.67
2026-06-22 12:00:00+00:00,SWING_BUY,64875.34,4322.76,0.06663,BTC Bought
2026-06-22 14:00:00+00:00,TRAILING STOP,64888.32,4323.62,0.06663,0.86
2026-06-25 13:30:00+00:00,DCA BUY,58051.36,500,0.008613
2025-01-01,DCA BUY,80000,500,0.00625
today,DCA BUY,80000,500,0.00625
2026-04-28 00:30:00+00:00,DCA BUY,77381.8,500,0.006461
2026-04-29 03:00:00+00:00,SWING_BUY,76867.99,5398.77,0.07023,BTC Bought
2026-04-29 12:00:00+00:00,TRAILING STOP,77137.75,2708.86,0.03512,9.47
2026-05-01 01:30:00+00:00,SWING_BUY,76650.75,5562.09,0.07256,BTC Bought
2026-05-01 12:00:00+00:00,TAKE PROFIT,77755.12,2821.11,0.03628,40.07
2026-05-03 19:30:00+00:00,SWING_BUY,78753.17,9115.57,0.11575,BTC Bought
2026-05-03 23:00:00+00:00,STOP LOSS,78638.62,4551.16,0.05787,-6.63
2026-05-05 05:30:00+00:00,SWING_BUY,80965.55,4045.5,0.04997,BTC Bought
2026-05-05 22:30:00+00:00,TRAILING STOP,81116.94,4053.06,0.04997,7.56
2026-05-09 04:00:00+00:00,SWING_BUY,80468.86,6988.07,0.08684,BTC Bought
2026-05-09 23:00:00+00:00,TRAILING STOP,80651.67,7003.94,0.08684,15.88
2026-05-10 18:00:00+00:00,SWING_BUY,81351.25,7564.94,0.09299,BTC Bought
2026-05-10 20:30:00+00:00,STOP LOSS,80724.0,7506.61,0.09299,-58.33
2026-05-13 01:00:00+00:00,SWING_BUY,81048.99,5401.48,0.06664,BTC Bought
2026-05-13 10:30:00+00:00,STOP LOSS,80773.51,5383.12,0.06664,-18.36
2026-05-14 14:00:00+00:00,SWING_BUY,80109.4,4425.31,0.05524,BTC Bought
2026-05-14 16:30:00+00:00,TAKE PROFIT,81890.34,2261.84,0.02762,49.19
2026-05-15 00:30:00+00:00,SWING_BUY,81506.09,3873.15,0.04752,BTC Bought
2026-05-15 05:30:00+00:00,STOP LOSS,80364.0,3818.87,0.04752,-54.27
2026-05-20 05:00:00+00:00,SWING_BUY,77091.84,5239.41,0.06796,BTC Bought
2026-05-20 13:30:00+00:00,TRAILING STOP,77131.26,5242.09,0.06796,2.68
2026-05-21 01:00:00+00:00,SWING_BUY,77807.69,5080.25,0.06529,BTC Bought
2026-05-21 12:00:00+00:00,STOP LOSS,77032.74,5029.65,0.06529,-50.6
2026-05-23 07:30:00+00:00,DCA BUY,74516.73,500,0.00671
2026-05-23 18:00:00+00:00,SWING_BUY,75747.72,5352.56,0.07066,BTC Bought
2026-05-23 20:30:00+00:00,TAKE PROFIT,77188.0,2727.17,0.03533,50.89
2026-05-24 09:00:00+00:00,SWING_BUY,76861.15,6137.14,0.07985,BTC Bought
2026-05-24 13:30:00+00:00,STOP LOSS,76721.22,6125.96,0.07985,-11.17
2026-05-25 09:30:00+00:00,SWING_BUY,77517.0,5321.56,0.06865,BTC Bought
2026-05-26 00:30:00+00:00,STOP LOSS,76700.72,5265.53,0.06865,-56.04
2026-05-29 16:30:00+00:00,SWING_BUY,73927.65,3104.72,0.042,BTC Bought
2026-05-31 07:00:00+00:00,STOP LOSS,73777.55,3098.42,0.042,-6.3
2026-06-01 12:00:00+00:00,DCA BUY,72136.04,500,0.006931
2026-06-02 07:00:00+00:00,DCA BUY,69812.82,500,0.007162
2026-06-02 15:00:00+00:00,DCA BUY,67336.18,500,0.007425
2026-06-03 20:30:00+00:00,DCA BUY,64909.01,500,0.007703
2026-06-04 01:00:00+00:00,DCA BUY,62624.76,500,0.007984
2026-06-05 13:30:00+00:00,DCA BUY,60693.47,500,0.008238
