Time,Action,Price,Amount,BTC_bought, PnL
2026-06-07 01:00:00+00:00,SWING_BUY,61604.66,1999.96,0.03246,BTC Bought
2026-06-07 12:00:00+00:00,TRAILING STOP,61913.31,1004.99,0.01623,5.01
2026-06-08 11:00:00+00:00,SWING_BUY,63560.44,1769.55,0.02784,BTC Bought
2026-06-09 13:00:00+00:00,STOP LOSS,62295.9,1734.35,0.02784,-35.21
2026-06-11 01:30:00+00:00,SWING_BUY,62143.92,1979.75,0.03186,BTC Bought
2026-06-11 16:00:00+00:00,TRAILING STOP,62558.0,1992.94,0.03186,13.19
2026-06-12 00:00:00+00:00,SWING_BUY,63543.81,2479.81,0.03903,BTC Bought
2026-06-12 20:00:00+00:00,STOP LOSS,63469.99,2476.92,0.03903,-2.88
2026-06-13 15:00:00+00:00,SWING_BUY,64251.5,5052.88,0.07864,BTC Bought
2026-06-14 05:00:00+00:00,TRAILING STOP,64276.87,5054.88,0.07864,2.0
2026-06-15 00:30:00+00:00,SWING_BUY,65588.18,2420.89,0.03691,BTC Bought
2026-06-15 15:30:00+00:00,TAKE PROFIT,67231.58,1240.77,0.01846,30.33
2026-06-19 14:30:00+00:00,SWING_BUY,63145.39,2543.08,0.04027,BTC Bought
2026-06-20 08:30:00+00:00,TRAILING STOP,63358.49,2551.66,0.04027,8.58
2026-06-20 14:30:00+00:00,SWING_BUY,63881.96,3195.63,0.05002,BTC Bought
2026-06-21 07:00:00+00:00,TRAILING STOP,64091.98,3206.13,0.05002,10.51
2026-06-22 12:00:00+00:00,SWING_BUY,64875.34,2652.16,0.04088,BTC Bought
2026-06-22 14:00:00+00:00,TRAILING STOP,64888.32,2652.69,0.04088,0.53
2026-06-25 07:00:00+00:00,SWING_BUY,61709.98,2291.98,0.03714,BTC Bought
2026-06-25 13:30:00+00:00,DCA BUY,58051.36,500,0.008613
2026-06-25 13:30:00+00:00,STOP LOSS,58051.36,2156.09,0.03714,-135.89
2026-04-28 00:30:00+00:00,DCA BUY,77381.8,500,0.006461
2026-04-29 03:00:00+00:00,SWING_BUY,76864.33,8049.25,0.10472,BTC Bought
2026-04-29 12:00:00+00:00,TRAILING STOP,77130.73,4038.57,0.05236,13.95
2026-05-01 01:30:00+00:00,SWING_BUY,76650.74,8335.1,0.10874,BTC Bought
2026-05-01 12:00:00+00:00,TAKE PROFIT,77755.12,4227.59,0.05437,60.05
2026-05-03 22:00:00+00:00,SWING_BUY,79071.37,9346.61,0.1182,BTC Bought
2026-05-03 23:00:00+00:00,STOP LOSS,78638.63,9295.46,0.1182,-51.15
2026-05-05 05:30:00+00:00,SWING_BUY,80966.1,6042.97,0.07464,BTC Bought
2026-05-06 11:00:00+00:00,TAKE PROFIT,82675.14,3085.26,0.03732,63.78
2026-05-08 11:00:00+00:00,SWING_BUY,80272.57,8944.16,0.11142,BTC Bought
2026-05-08 13:00:00+00:00,STOP LOSS,79592.96,8868.44,0.11142,-75.72
2026-05-10 22:30:00+00:00,SWING_BUY,82035.11,5900.28,0.07192,BTC Bought
2026-05-11 02:00:00+00:00,STOP LOSS,81218.84,5841.57,0.07192,-58.71
2026-05-13 01:00:00+00:00,SWING_BUY,81049.87,8068.2,0.09955,BTC Bought
2026-05-13 10:30:00+00:00,STOP LOSS,80774.87,8040.82,0.09955,-27.38
2026-05-14 14:30:00+00:00,SWING_BUY,80954.09,5790.39,0.07153,BTC Bought
2026-05-14 23:30:00+00:00,TRAILING STOP,81079.39,5799.35,0.07153,8.96
2026-05-20 05:00:00+00:00,SWING_BUY,77101.55,7829.5,0.10155,BTC Bought
2026-05-20 13:30:00+00:00,TRAILING STOP,77128.01,7832.18,0.10155,2.69
2026-05-21 01:00:00+00:00,SWING_BUY,77807.68,7568.78,0.09728,BTC Bought
2026-05-21 10:00:00+00:00,STOP LOSS,77297.25,7519.13,0.09728,-49.65
2026-05-23 07:30:00+00:00,DCA BUY,74516.73,500,0.00671
2026-05-23 18:00:00+00:00,SWING_BUY,75748.02,8039.31,0.10613,BTC Bought
2026-05-23 20:30:00+00:00,TAKE PROFIT,77183.77,4095.85,0.05307,76.19
2026-05-24 10:30:00+00:00,SWING_BUY,77095.89,8502.87,0.11029,BTC Bought
2026-05-24 14:00:00+00:00,STOP LOSS,76318.0,8417.08,0.11029,-85.79
2026-05-25 09:30:00+00:00,SWING_BUY,77525.04,7964.05,0.10273,BTC Bought
2026-05-25 22:30:00+00:00,STOP LOSS,77043.96,7914.63,0.10273,-49.42
2026-05-29 17:00:00+00:00,SWING_BUY,74117.42,4609.77,0.0622,BTC Bought
2026-05-29 18:30:00+00:00,STOP LOSS,73260.93,4556.5,0.0622,-53.27
2026-06-01 12:00:00+00:00,DCA BUY,72136.05,500,0.006931
2026-06-02 07:00:00+00:00,DCA BUY,69812.82,500,0.007162
2026-06-02 15:00:00+00:00,DCA BUY,67328.41,500,0.007426
2026-06-03 20:30:00+00:00,DCA BUY,64916.33,500,0.007702
2026-06-04 01:00:00+00:00,DCA BUY,62624.88,500,0.007984
2026-06-05 13:30:00+00:00,DCA BUY,60700.35,500,0.008237
2026-06-07 01:00:00+00:00,SWING_BUY,61600.65,2963.55,0.04811,BTC Bought
2026-06-07 12:00:00+00:00,TRAILING STOP,61912.74,1489.28,0.02405,7.51
2026-06-08 15:00:00+00:00,SWING_BUY,63969.01,2400.11,0.03752,BTC Bought
2026-06-08 23:30:00+00:00,STOP LOSS,63062.97,2366.11,0.03752,-33.99
2026-06-10 16:00:00+00:00,SWING_BUY,62229.58,2431.88,0.03908,BTC Bought
2026-06-10 21:30:00+00:00,STOP LOSS,61289.78,2395.15,0.03908,-36.73
2026-06-11 03:30:00+00:00,SWING_BUY,62605.85,2883.07,0.04605,BTC Bought
2026-06-12 06:00:00+00:00,TRAILING STOP,63069.46,1452.21,0.02303,10.67
2026-06-13 21:30:00+00:00,SWING_BUY,64438.01,5992.44,0.093,BTC Bought
2026-06-14 05:00:00+00:00,STOP LOSS,64276.86,5977.45,0.093,-14.99
2026-06-15 00:30:00+00:00,SWING_BUY,65590.0,3567.12,0.05439,BTC Bought
2026-06-17 21:30:00+00:00,STOP LOSS,64196.47,1745.67,0.02719,-37.89
2026-06-19 14:30:00+00:00,SWING_BUY,63145.39,3733.52,0.05913,BTC Bought
2026-06-20 08:30:00+00:00,TRAILING STOP,63358.49,3746.12,0.05913,12.6
2026-06-20 14:30:00+00:00,SWING_BUY,63881.93,4711.22,0.07375,BTC Bought
2026-06-21 07:00:00+00:00,TRAILING STOP,64091.98,4726.71,0.07375,15.49
2026-06-22 12:00:00+00:00,SWING_BUY,64875.33,3876.83,0.05976,BTC Bought
2026-06-22 14:00:00+00:00,TRAILING STOP,64889.3,3877.67,0.05976,0.83
2026-06-25 07:00:00+00:00,SWING_BUY,61709.98,3367.84,0.05458,BTC Bought
2026-06-25 12:00:00+00:00,STOP LOSS,60987.97,3328.43,0.05458,-39.4
2026-06-25 13:30:00+00:00,DCA BUY,58052.0,500,0.008613
2026-04-28 00:30:00+00:00,DCA BUY,77381.8,500,0.006461
2026-04-29 03:00:00+00:00,SWING_BUY,76867.99,8098.15,0.10535,BTC Bought
2026-04-29 11:00:00+00:00,STOP LOSS,77502.06,4082.48,0.05268,33.4
2026-05-01 01:30:00+00:00,SWING_BUY,76650.75,8376.02,0.10928,BTC Bought
